O_station_name,D_station_name,Distance,discharge coefficient,Standardized distance coefficient
B,ED,25.16,0.0005401343426228,0.2007340035104515
B,EE,10.06,0.0161978408088579,0.080261688208074
B,EF,16.58,0.0008143858986007,0.1322801978618158
B,EG,15.32,0.0024940189253733,0.1222275410882399
B,EH,12.6,0.002049671324291,0.1005265677357587
B,EI,13.85,0.0088947179811052,0.1104994415190681
B,EJ,23.3,6.863307177021742e-06,0.1858943673208871
B,EK,33.03,3.6921401101318806e-05,0.2635232168501675
B,EL,6.55,0.0004862204109447,0.0522578586245412
B,EM,8.38,0.0012947145695718,0.0668581458433062
B,EN,86.76,4.1343844552525727e-05,0.6921972235519388
B,EO,6.99,0.0156307776920454,0.0557683101962661
B,EP,6.43,0.0657572027978864,0.0513004627413435
B,EQ,13.89,0.0029069855027148,0.110818573480134
B,ER,7.03,0.0259057067005614,0.056087442157332
B,ES,23.12,0.0006552883888555,0.1844582734960906
B,ET,21.98,0.0018444920877038,0.1753630126057124
C,A,2.23,1.847187864475457,0.0177916068294239
C,B,8.22,0.0296367884761548,0.0655816179990426
C,D,6.81,0.1010857029836249,0.0543322163714696
C,E,16.99,0.0050748372730495,0.1355513004627413
C,F,14.27,0.0145630858070249,0.11385032711026
C,G,18.1,0.0002902291935872,0.1444072123823201
C,H,3.92,0.3281941979199205,0.0312749321844582
C,I,20.63,0.006271645188205,0.1645923089197383
C,J,7.24,0.0753862811451793,0.057762884952928
C,K,10.58,0.0060307234174942,0.0844104037019307
C,L,3.29,0.06961432577407,0.0262486037976703
C,M,14.61,0.0061843529206578,0.1165629487793202
C,N,1.94,0.7522130905250293,0.0154779001116961
C,O,2.8,0.5908377223285147,0.022339237274613
C,P,7.68,0.0725647679670357,0.0612733365246529
C,Q,15.77,0.0096601924334523,0.1258177756502313
C,R,22.41,0.0016087963446936,0.1787936811871709
C,S,12.82,0.0150978560609533,0.1022817935216211
C,T,18.46,0.0057133979996507,0.1472794000319132
C,U,7.23,0.0789972544728402,0.0576831019626615
C,V,45.32,0.0002983281446874,0.3615765118876655
C,W,29.42,0.0002107417908388,0.23472155736397
C,X,21.15,9.581631075268216e-05,0.168741024413595
C,Y,4.81,0.1432692222147783,0.0383756183181745
C,Z,34.54,0.0009514341687876,0.2755704483804053
C,AA,23.03,0.0009393157286165,0.1837402265836923
C,AB,27.13,0.0007063122022143,0.2164512525929471
C,AC,18.77,0.0072545813994069,0.1497526727301739
C,AD,8.37,0.2585873474910315,0.0667783628530397
C,AE,12.39,0.0073531055668141,0.0988511249401627
C,AF,5.04,0.2344753448656339,0.0402106270943034
C,AG,5.62,0.3895750996624212,0.044838040529759
C,AH,16.21,0.0070444160724602,0.1293282272219562
C,AI,18.8,0.0053068478049865,0.1499920217009733
C,AJ,2.85,0.3035068636503539,0.0227381522259454
C,AK,6.0,0.0645101442901234,0.0478697941598851
C,AL,19.7,0.0026451730930826,0.1571724908249561
C,AM,2.83,0.0101189154496178,0.0225785862454124
C,AN,9.48,0.052184124228395,0.0756342747726184
C,AO,17.39,0.0019080571378335,0.1387426200734003
C,AP,2.4,0.0386167932581018,0.019147917663954
C,AQ,72.0,5.036766439471879e-06,0.5744375299186213
C,AR,21.07,0.0032248348212181,0.1681027604914632
C,AS,6.65,0.0409573845327604,0.053055688527206
C,AT,1.74,3.5555256707733296,0.0138822403063666
C,AU,9.33,0.0011531220207518,0.0744375299186213
C,AV,13.04,0.0086975401248217,0.1040370193074836
C,AW,12.52,0.0130313005890964,0.0998883038136269
C,AX,12.66,0.0457725048421801,0.1010052656773575
C,AY,6.97,0.126094160505123,0.0556087442157332
C,AZ,2.38,1.6628248879208545,0.018988351683421
C,BA,6.06,0.1301236474977943,0.0483484921014839
C,BB,6.57,0.0129711845027891,0.0524174246050741
C,BC,7.74,0.0439363391034229,0.0617520344662518
C,BD,20.44,0.0002526387614336,0.1630764321046753
C,BE,14.35,0.0151039354577841,0.1144885910323918
C,BF,5.74,0.1357211481471926,0.0457954364129567
C,BG,9.5,0.0050343382194521,0.0757938407531514
C,BH,5.99,0.119005933322216,0.0477900111696186
C,BI,7.24,0.0286798699556807,0.057762884952928
C,BJ,13.53,0.007147144008269,0.1079463858305409
C,BK,4.57,0.0685612714741804,0.0364608265517791
C,BL,1.77,1.580965835035696,0.0141215892771661
C,BM,9.59,0.0016525662914036,0.0765118876655497
C,BN,1.38,2.791996569712829,0.0110100526567735
C,BO,14.21,0.0069625560524144,0.1133716291686612
C,BP,4.3,0.2910621386935881,0.0343066858145843
C,BQ,0.58,79.886928363225,0.0046274134354555
C,BR,36.01,0.0005282818454807,0.2872985479495771
C,BS,7.55,0.0212155503048111,0.0602361576511887
C,BT,4.1,0.2553676370711877,0.0327110260092548
C,BU,56.37,3.201584157132786e-05,0.4497367161321206
C,BV,14.88,0.0102885198272761,0.118717089516515
C,BW,2.4,0.223254672429591,0.019147917663954
C,BX,8.83,0.0064228371647042,0.0704483804052975
C,BY,16.77,0.0078570852539933,0.1337960746768788
C,BZ,26.87,0.0001966866660984,0.2143768948460188
C,CA,11.28,0.1009594680580355,0.089995213020584
C,CB,26.25,1.7159062736205594e-05,0.2094303494494973
C,CC,5.91,0.0202791314514674,0.0471517472474868
C,CD,22.04,0.0011561724242234,0.1758417105473113
C,CE,3.51,0.297338730396759,0.0280038295835327
C,CF,2.4,0.0823867687837577,0.019147917663954
C,CG,15.18,0.0006146604106501,0.1211105792245093
C,CH,0.89,6.33588416515872,0.0071006861337162
C,CI,6.97,0.0149197606323792,0.0556087442157332
C,CJ,41.28,0.0001089218024827,0.3293441838200096
C,CK,10.79,0.0349620088383285,0.0860858464975267
C,CL,14.26,0.0065661566252673,0.1137705441199936
C,CM,9.84,0.096632105099845,0.0785064624222115
C,CN,13.55,0.0111234437999361,0.1081059518110738
C,CO,12.76,0.0058322210201272,0.1018030955800223
C,CP,0.15,27.77466882716049,0.0011967448539971
C,CQ,2.02,1.246090127499755,0.0161161640338279
C,CR,15.66,0.0012972444916235,0.1249401627573001
C,CS,3.24,0.5620341474876795,0.0258496888463379
C,CT,7.55,0.0129164436014014,0.0602361576511887
C,CU,1.34,5.506813267307738,0.0106909206957076
C,CV,12.91,0.0187477402277673,0.1029998404340194
C,CW,46.32,0.000102523942327,0.3695548109143131
C,CX,23.62,5.298249425289828e-06,0.1884474230094144
C,CY,35.83,0.0024626136261144,0.2858624541247805
C,CZ,19.89,0.0064798794808517,0.1586883676400191
C,DA,13.79,0.0164222687580533,0.1100207435774692
C,DB,6.46,0.0653657763075356,0.0515398117121429
C,DC,18.83,0.0091206419867274,0.1502313706717727
C,DD,5.95,0.0111778361344537,0.0474708792085527
C,DE,16.84,0.004608865257772,0.1343545556087442
C,DF,1.24,0.6742896532474852,0.0098930907930429
C,DG,32.3,0.0007360585430332,0.2576990585607148
C,DH,11.06,0.0138624996412066,0.0882399872347215
C,DI,10.11,0.0154393658912855,0.0806606031594064
C,DJ,11.25,0.022521408861454,0.0897558640497845
C,DK,11.72,0.0215833997299926,0.0935056645923089
C,DL,7.16,0.039962403178523,0.0571246210307962
C,DM,11.65,0.0215223082586814,0.0929471836604435
C,DN,1.72,1.1053213941657654,0.0137226743258337
C,DO,1.72,1.0677696089477795,0.0137226743258337
C,DP,22.64,0.0035290774888045,0.1806286899632998
C,DQ,6.52,0.0389824791403985,0.0520185096537418
C,DR,2.78,0.5603571558221049,0.0221796712940801
C,DS,21.7,0.000178902981588,0.1731290888782511
C,DT,15.57,0.0091326492589388,0.1242221158449018
C,DU,4.09,0.0523190117061843,0.0326312430189883
C,DV,7.23,0.0750365534239007,0.0576831019626615
C,DW,7.48,0.2086715200849521,0.0596776767193234
C,DX,50.33,0.0002812745554923,0.4015477900111696
C,DY,12.64,0.0071244732605924,0.1008456996968246
C,DZ,8.78,0.0319968931141246,0.0700494654539652
C,EA,8.67,0.0106698211923045,0.0691718525610339
C,EB,39.7,0.0002080995290913,0.3167384713579065
C,EC,25.75,0.0003232032550978,0.2054411999361736
C,ED,33.06,0.0013649821222825,0.2637625658209669
C,EE,3.76,0.505925995513147,0.0299984043401946
C,EF,15.2,0.0042278709104003,0.1212701452050422
C,EG,8.2,0.0379838661986086,0.0654220520185096
C,EH,4.48,0.0707422525488059,0.0357427796393808
C,EI,11.19,0.0594540102126998,0.0892771661081857
C,EJ,19.28,4.373617681198096e-05,0.1538216052337641
C,EK,28.49,0.0002165309688782,0.2273017392691877
C,EL,5.45,0.0030643077415855,0.0434817296952289
C,EM,16.02,0.001545776305311,0.1278123504068932
C,EN,78.55,0.0002200732027952,0.6266953885431625
C,EO,2.68,0.4639540249622533,0.0213818413914153
C,EP,2.0,2.9656157682291666,0.015956598053295
C,EQ,13.54,0.013348105347996,0.1080261688208074
C,ER,3.93,0.3616850770948482,0.0313547151747247
C,ES,31.11,0.0015791293550411,0.2482048827190043
C,ET,14.78,0.0177988892819387,0.1179192596138503
D,A,6.49,0.117012157274674,0.0517791606829423
D,B,11.39,0.008281841496716,0.0908728259135152
D,C,6.81,0.1010857029836249,0.0543322163714696
D,E,15.83,0.0031365097071782,0.1262964735918302
D,F,18.69,0.0045549366259289,0.1491144088080421
D,G,11.75,0.0003695065137568,0.0937450135631083
D,H,7.78,0.0447036954794498,0.0620711664273177
D,I,16.75,0.0051044611271998,0.1336365086963459
D,J,12.19,0.0142679516170194,0.0972554651348332
D,K,17.37,0.0012004406593565,0.1385830540928674
D,L,4.56,0.0194428676037605,0.0363810435615126
D,M,13.76,0.0037407390768013,0.1097813946066698
D,N,7.35,0.0281170177935119,0.0586404978458592
D,O,9.5,0.0275382700446291,0.0757938407531514
D,P,10.53,0.0207105244011317,0.0840114887505983
D,Q,10.22,0.0123409035984913,0.0815382160523376
D,R,16.74,0.001546939979423,0.1335567257060794
D,S,7.38,0.0244443331650786,0.0588798468166586
D,T,21.61,0.0022369069817003,0.1724110419658528
D,U,12.76,0.0136077659397182,0.1018030955800223
D,V,44.04,0.000169503627173,0.3513642891335567
D,W,30.03,0.0001085237833385,0.239588319770225
D,X,27.27,3.0923561023339434e-05,0.2175682144566778
D,Y,10.89,0.0149963954263535,0.0868836764001914
D,Z,34.39,0.0005149423918937,0.2743737035264081
D,AA,20.5,0.0006360501148456,0.1635551300462741
D,AB,28.2,0.0003507499897829,0.22498803255146
D,AC,14.85,0.0062185278398147,0.1184777405457156
D,AD,9.01,0.1197314363030129,0.0718844742300941
D,AE,19.14,0.0016532142267493,0.1527046433700335
D,AF,5.67,0.0994012224390086,0.0452369554810914
D,AG,7.55,0.1158162517238522,0.0602361576511887
D,AH,12.31,0.0065538200115535,0.0982128610180309
D,AI,13.13,0.0058374404881829,0.1047550662198819
D,AJ,9.13,0.0158677835908005,0.0728418701132918
D,AK,7.18,0.0241702539013163,0.0572841870113291
D,AL,22.6,0.0010783736252784,0.1803095580022339
D,AM,5.47,0.0014532213593916,0.0436412956757619
D,AN,8.71,0.0331679286912752,0.0694909845220999
D,AO,17.56,0.0010040170861832,0.1400989309079304
D,AP,6.0,0.0033150934606481,0.0478697941598851
D,AQ,70.83,2.7924275164058567e-06,0.5651029200574437
D,AR,23.56,0.0013838389829945,0.1879687250678155
D,AS,7.34,0.0180377753333605,0.0585607148555927
D,AT,5.07,0.2246911585112825,0.0404499760651029
D,AU,13.8,0.0002828003661841,0.1101005265677357
D,AV,12.78,0.0048583578816938,0.1019626615605552
D,AW,9.31,0.0126443539791309,0.0742779639380884
D,AX,16.37,0.0146883941807732,0.1306047550662198
D,AY,10.29,0.0310405471741429,0.0820966969842029
D,AZ,5.82,0.1491949241143067,0.0464337003350885
D,BA,11.82,0.0183512693978845,0.0943034944949736
D,BB,12.67,0.0018713573753524,0.101085048667624
D,BC,0.94,1.5982682370259294,0.0074996010850486
D,BD,14.09,0.0002852590077648,0.1124142332854635
D,BE,8.84,0.0213544790065311,0.070528163395564
D,BF,9.6,0.0260332524994273,0.0765916706558161
D,BG,9.64,0.0026232224409959,0.076910802616882
D,BH,8.69,0.0303376749341825,0.0693314185415669
D,BI,12.16,0.0054548994201115,0.0970161161640338
D,BJ,12.09,0.0048025855661506,0.0964576352321684
D,BK,4.34,0.0407879042507568,0.0346258177756502
D,BL,5.3,0.094605604567165,0.0422849848412318
D,BM,14.72,0.0003763397319355,0.1174405616722514
D,BN,6.16,0.0751815397221431,0.0491463220041487
D,BO,21.01,0.0017088515731197,0.1676240625498643
D,BP,7.7,0.0487013235321676,0.0614329025051858
D,BQ,6.23,0.3714969082623159,0.049704802936014
D,BR,35.8,0.0002867777564292,0.2856231051539811
D,BS,8.1,0.0098895778558908,0.0646242221158449
